1.5475 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.7654 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
8.8911 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020C5BA83D30>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020C5B79BB70>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.8916 	EXP 	window1: mouseVisible = True
8.8917 	EXP 	window1: recordFrameIntervals = False
9.0564 	EXP 	window1: recordFrameIntervals = True
9.2400 	EXP 	window1: recordFrameIntervals = False
9.5396 	EXP 	Created instruct_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instruct_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([-1., -1., -1.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
9.5592 	EXP 	Created timer1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='timer1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='3', units='height', win=Window(...), wrapWidth=1)
9.5656 	EXP 	Created timer2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='timer2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='2', units='height', win=Window(...), wrapWidth=1)
9.5715 	EXP 	Created timer3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='timer3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='1', units='height', win=Window(...), wrapWidth=1)
9.5931 	EXP 	Created timergo = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='timergo', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='Start!\n', units='height', win=Window(...), wrapWidth=1)
9.6002 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.  , 0.75]), texRes=128, units='height', win=Window(...))
9.6306 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
9.6899 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
9.7288 	EXP 	instruct_text: autoDraw = True
10.6999 	DATA 	Keypress: return
10.7064 	EXP 	instruct_text: autoDraw = False
10.7064 	EXP 	timer1: autoDraw = True
11.6893 	EXP 	timer2: autoDraw = True
11.7063 	EXP 	timer1: autoDraw = False
12.6895 	EXP 	timer2: autoDraw = False
12.6895 	EXP 	timer3: autoDraw = True
13.6897 	EXP 	timer3: autoDraw = False
13.6897 	EXP 	timergo: autoDraw = True
14.7709 	EXP 	Imported dataset\setdesc.csv as conditions, 172 conditions, 5 params
14.7726 	EXP 	Created sequence: random, trialTypes=172, nReps=1, seed=None
14.7732 	EXP 	New trial (rep=0, index=0): OrderedDict([('path', 'dataset/126.png'), ('is_control', False), ('slope', 0.1), ('noise', 0.125), ('corrans', 'up')])
14.8143 	EXP 	timergo: autoDraw = False
14.8143 	EXP 	timer1: autoDraw = False
14.8143 	EXP 	timer2: autoDraw = False
14.8143 	EXP 	timer3: autoDraw = False
14.8143 	EXP 	timergo: autoDraw = False
14.8143 	EXP 	image: image = 'dataset/126.png'
15.3682 	EXP 	image: autoDraw = True
17.3074 	EXP 	text: autoDraw = True
17.3730 	EXP 	image: autoDraw = False
18.2995 	EXP 	New trial (rep=0, index=1): OrderedDict([('path', 'dataset/153.png'), ('is_control', False), ('slope', -0.1), ('noise', 0.3), ('corrans', 'down')])
18.3412 	DATA 	Keypress: up
18.3442 	EXP 	image: autoDraw = False
18.3442 	EXP 	text: autoDraw = False
18.3442 	EXP 	image: image = 'dataset/153.png'
18.8409 	EXP 	image: autoDraw = True
20.8396 	EXP 	image: autoDraw = False
20.8396 	EXP 	text: autoDraw = True
21.4620 	DATA 	Keypress: down
21.4807 	EXP 	New trial (rep=0, index=2): OrderedDict([('path', 'dataset/161.png'), ('is_control', True), ('slope', -0.0), ('noise', 0.3), ('corrans', 'none')])
21.5105 	EXP 	image: autoDraw = False
21.5105 	EXP 	text: autoDraw = False
21.5105 	EXP 	image: image = 'dataset/161.png'
22.0075 	EXP 	image: autoDraw = True
24.0063 	EXP 	image: autoDraw = False
24.0063 	EXP 	text: autoDraw = True
24.3964 	EXP 	New trial (rep=0, index=3): OrderedDict([('path', 'dataset/142.png'), ('is_control', False), ('slope', 0.1), ('noise', 0.225), ('corrans', 'up')])
24.4234 	DATA 	Keypress: down
24.4265 	EXP 	image: autoDraw = False
24.4265 	EXP 	text: autoDraw = False
24.4265 	EXP 	image: image = 'dataset/142.png'
24.9239 	EXP 	image: autoDraw = True
26.9227 	EXP 	image: autoDraw = False
26.9227 	EXP 	text: autoDraw = True
27.3461 	EXP 	New trial (rep=0, index=4): OrderedDict([('path', 'dataset/88.png'), ('is_control', False), ('slope', -0.05), ('noise', 0.225), ('corrans', 'down')])
27.3741 	DATA 	Keypress: up
27.3773 	EXP 	image: autoDraw = False
27.3773 	EXP 	text: autoDraw = False
27.3773 	EXP 	image: image = 'dataset/88.png'
27.8737 	EXP 	image: autoDraw = True
29.8728 	EXP 	image: autoDraw = False
29.8728 	EXP 	text: autoDraw = True
30.2636 	EXP 	New trial (rep=0, index=5): OrderedDict([('path', 'dataset/169.png'), ('is_control', True), ('slope', -0.5), ('noise', 0.3), ('corrans', 'down')])
30.2926 	DATA 	Keypress: down
30.2957 	EXP 	image: autoDraw = False
30.2957 	EXP 	text: autoDraw = False
30.2957 	EXP 	image: image = 'dataset/169.png'
30.7903 	EXP 	image: autoDraw = True
32.7892 	EXP 	image: autoDraw = False
32.7892 	EXP 	text: autoDraw = True
33.1951 	DATA 	Keypress: down
33.2131 	EXP 	New trial (rep=0, index=6): OrderedDict([('path', 'dataset/23.png'), ('is_control', False), ('slope', 0.01), ('noise', 0.125), ('corrans', 'up')])
33.2436 	EXP 	image: autoDraw = False
33.2436 	EXP 	text: autoDraw = False
33.2436 	EXP 	image: image = 'dataset/23.png'
33.7405 	EXP 	image: autoDraw = True
35.7393 	EXP 	image: autoDraw = False
35.7393 	EXP 	text: autoDraw = True
36.2136 	EXP 	New trial (rep=0, index=7): OrderedDict([('path', 'dataset/72.png'), ('is_control', False), ('slope', -0.05), ('noise', 0.125), ('corrans', 'down')])
36.2381 	DATA 	Keypress: up
36.2411 	EXP 	image: autoDraw = False
36.2411 	EXP 	text: autoDraw = False
36.2411 	EXP 	image: image = 'dataset/72.png'
36.7405 	EXP 	image: autoDraw = True
38.7393 	EXP 	image: autoDraw = False
38.7393 	EXP 	text: autoDraw = True
39.1464 	EXP 	New trial (rep=0, index=8): OrderedDict([('path', 'dataset/106.png'), ('is_control', False), ('slope', 0.1), ('noise', 0.0), ('corrans', 'up')])
39.1729 	DATA 	Keypress: down
39.1760 	EXP 	image: autoDraw = False
39.1760 	EXP 	text: autoDraw = False
39.1760 	EXP 	image: image = 'dataset/106.png'
39.6738 	EXP 	image: autoDraw = True
41.6722 	EXP 	image: autoDraw = False
41.6722 	EXP 	text: autoDraw = True
42.0630 	EXP 	New trial (rep=0, index=9): OrderedDict([('path', 'dataset/71.png'), ('is_control', False), ('slope', 0.05), ('noise', 0.1), ('corrans', 'up')])
42.0897 	DATA 	Keypress: up
42.0928 	EXP 	image: autoDraw = False
